,employment_income_before_lsr__2024,self_employment_income_before_lsr__2024,farm_income__2024,county_fips__2024,state_fips__2024,deductible_mortgage_interest__2024,alimony_expense__2024,unreimbursed_business_employee_expenses__2024,educator_expense__2024,student_loan_interest__2024,qualified_tuition_expenses__2024,has_marketplace_health_coverage__2024,medicare_part_b_premiums__2024,over_the_counter_health_expenses__2024,other_medical_expenses__2024,health_insurance_premiums_without_medicare_part_b__2024,self_employed_pension_contributions__2024,traditional_ira_contributions__2024,traditional_401k_contributions__2024,early_withdrawal_penalty__2024,roth_ira_contributions__2024,roth_401k_contributions__2024,casualty_loss__2024,spm_unit_payroll_tax_reported__2024,spm_unit_federal_tax_reported__2024,real_estate_taxes__2024,spm_unit_state_tax_reported__2024,excess_withheld_payroll_tax__2024,pre_subsidy_rent__2024,rent__2024,tenure_type__2024,charitable_non_cash_donations__2024,charitable_cash_donations__2024,spm_unit_capped_work_childcare_expenses__2024,spm_unit_pre_subsidy_childcare_expenses__2024,child_support_expense__2024,child_support_received__2024,person_marital_unit_id__2024,is_separated__2024,marital_unit_id__2024,spm_unit_id__2024,person_spm_unit_id__2024,own_children_in_household__2024,is_female__2024,is_blind__2024,is_household_head__ETERNITY,is_full_time_college_student__2024,cps_race__2024,is_hispanic__2024,is_disabled__2024,household_weight__2024,person_weight__2024,person_family_id__2024,family_id__2024,person_id__2024,person_household_id__2024,tax_unit_id__2024,person_tax_unit_id__2024,household_id__2024,age__2024,in_nyc__2024,spm_unit_energy_subsidy_reported__2024,spm_unit_capped_housing_subsidy_reported__2024,spm_unit_wic_reported__2024,income,net_income,spm_unit_spm_threshold__2024,spm_unit_broadband_subsidy_reported__2024,ssi_reported__2024,weekly_hours_worked_before_lsr__2024,employment_income_last_year__2024,farm_rent_income__2024,miscellaneous_income__2024,strike_benefits__2024,rental_income__2024,salt_refund_income__2024,alimony_income__2024,investment_income_elected_form_4952__2024,estate_income__2024,tax_exempt_interest_income__2024,taxable_interest_income__2024,self_employment_income_last_year__2024,previous_year_income_available__2024,w2_wages_from_qualified_business__2024,partnership_s_corp_income__2024,veterans_benefits__2024,disability_benefits__2024,tax_exempt_403b_distributions__2024,taxable_pension_income__2024,tax_exempt_sep_distributions__2024,taxable_401k_distributions__2024,taxable_sep_distributions__2024,keogh_distributions__2024,tax_exempt_private_pension_income__2024,tax_exempt_pension_income__2024,tax_exempt_ira_distributions__2024,taxable_ira_distributions__2024,tax_exempt_401k_distributions__2024,taxable_private_pension_income__2024,taxable_403b_distributions__2024,long_term_capital_gains_on_collectibles__2024,short_term_capital_gains__2024,unrecaptured_section_1250_gain__2024,non_sch_d_capital_gains__2024,qualified_dividend_income__2024,non_qualified_dividend_income__2024,long_term_capital_gains_before_response__2024,snap_reported__2024,takes_up_snap_if_eligible__2024,free_school_meals_reported__2024,receives_wic__2024,social_security_disability__2024,social_security_dependents__2024,social_security_survivors__2024,social_security_retirement__2024,social_security__2024,workers_compensation__2024,unemployment_compensation__2024,takes_up_dc_ptc__2024,interest_deduction__2024,pre_tax_contributions__2024,taxable_unemployment_compensation__2024,self_employed_pension_contribution_ald__2024,self_employed_health_insurance_ald__2024,health_savings_account_ald__2024,domestic_production_ald__2024,unreported_payroll_tax__2024,other_credits__2024,recapture_of_investment_credit__2024,amt_foreign_tax_credit__2024,savers_credit__2024,prior_year_minimum_tax_credit__2024,foreign_tax_credit__2024,american_opportunity_credit__2024,energy_efficient_home_improvement_credit__2024,takes_up_eitc__2024,general_business_credit__2024,cdcc_relevant_expenses__2024,tanf_reported__2024,housing_assistance__2024,is_tax_unit_dependent,spm_unit,household_size,working,dependents
147,136190.47,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,523.7712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14080.519,20484.691,20913.959,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,3544.1511,0.0,0.0,0.0,79915,False,79915,64296001,64296001,2,True,False,True,False,1,False,False,1440415.9,1440415.9,642961,642961.0,6429601,64296,6429601,6429601,64296,44.0,False,0.0,0.0,0.0,184059.08,144176.72,33595.98,0.0,0.0,60.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,176.48016,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,64296001,3,2,1
151,0.0,-10623.489,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,1923.2877,209.50845,104.75423,1885.5762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.65936,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,80007,False,80007,64365001,64365001,0,False,False,True,False,1,False,False,1440415.9,1440415.9,643651,643651.0,6436501,64365,6436501,6436501,64365,85.0,False,0.0,0.0,0.0,6752.8027,2491.2937,13512.458,0.0,0.0,40.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,16585.652,16585.652,0.0,0.0,True,0.0,3808.8638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,64365001,1,1,0
152,83809.52,0.0,0.0,479,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,209.50845,1571.3135,3142.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12423.987,14097.842,7651.4487,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,3544.1511,0.0,0.0,0.0,80119,False,80119,64457001,64457001,3,False,False,True,False,1,True,False,1440415.9,1440415.9,644571,644571.0,6445701,64457,6445701,6445701,64457,41.0,False,0.0,0.0,0.0,162405.06,122035.49,41165.812,0.0,0.0,45.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2039.8076,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3142.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,64457001,5,2,3
157,57619.047,0.0,0.0,135,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,104.75423,40.85415,534.2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18628.943,40094.562,18873.574,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,3544.1511,0.0,0.0,0.0,80650,False,80650,64836001,64836001,3,True,False,True,False,1,True,False,1440415.9,1440415.9,648361,648361.0,6483601,64836,6483601,6483601,64836,37.0,False,0.0,0.0,0.0,283667.5,219938.69,42222.734,0.0,0.0,50.0,9219.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2436.076,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,534.2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,64836001,5,2,3
162,36666.668,0.0,0.0,485,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2095.0847,2095.0847,4190.1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6338.1284,4218.2007,2091.396,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,5316.2266,0.0,0.0,0.0,81943,False,81943,65736001,65736001,1,True,False,True,False,1,False,False,1440415.9,1440415.9,657361,657361.0,6573601,65736,6573601,6573601,65736,51.0,False,0.0,0.0,0.0,92570.88,43025.434,33114.45,0.0,0.0,52.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,4190.1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,65736001,3,2,1
165,62857.145,0.0,0.0,13,4,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,78.565674,272.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12341.702,8373.605,0.0,1899.5996,0.0,12000.0,12242.317,RENTED,0.0,0.0,5316.2266,0.0,0.0,0.0,91433,False,91433,73279001,73279001,3,False,False,True,False,1,True,False,1440415.9,1440415.9,732791,732791.0,7327901,73279,7327901,7327901,73279,54.0,False,0.0,0.0,0.0,161322.36,127595.164,49234.523,0.0,0.0,40.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,73279001,5,2,3
170,0.0,41435.75,0.0,0,53,0.0,0.0,0.0,0.0,0.0,0.0,False,2073.0862,419.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5966.762,4380.606,1275.2415,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,1362.978,0.0,0.0,0.0,98047,False,98047,78030001,78030001,0,False,False,True,False,1,False,False,1440415.9,1440415.9,780301,780301.0,7803001,78030,7803001,7803001,78030,67.0,False,0.0,0.0,0.0,69651.2,55281.6,21198.594,0.0,0.0,15.384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55180.73,True,0.0,0.0,0.0,0.0,0.0,5209.9546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5209.9546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,20960.889,20960.889,0.0,0.0,True,0.0,2073.0862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,78030001,1,1,0
171,0.0,0.0,0.0,0,53,0.0,0.0,0.0,0.0,0.0,0.0,False,2514.1016,104.75423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.26077,586.6111,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,98210,False,98210,78176001,78176001,0,False,False,True,False,1,False,False,1440415.9,1440415.9,781761,781761.0,7817601,78176,7817601,7817601,78176,76.0,False,0.0,0.0,0.0,67578.914,61756.15,23865.379,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.99505,176.36447,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,24685.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4872.152,0.0,24685.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,20839.326,20839.326,0.0,0.0,False,0.0,2514.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,78176001,2,2,0
173,14666.667,0.0,0.0,0,53,0.0,0.0,0.0,0.0,0.0,0.0,False,2111.8452,377.11523,2514.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.4507,9669.598,0.0,0.0,0.0,19200.0,19587.709,RENTED,0.0,0.0,3271.7595,0.0,0.0,0.0,98533,False,98533,78382001,78382001,1,True,False,True,False,1,False,False,1440415.9,1440415.9,783821,783821.0,7838201,78382,7838201,7838201,78382,61.0,False,0.0,0.0,0.0,103324.266,82555.91,23759.277,183.63477,0.0,19.0,13619.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.03296,886.19507,0.0,True,0.0,0.0,0.0,23386.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18405.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,24124.584,0.0,0.0,0.0,24124.584,0.0,0.0,False,0.0,2111.8452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,78382001,2,2,0
175,0.0,0.0,0.0,0,41,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,314.2627,251.41016,276.55118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23974.54,-103.039505,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,100293,False,100293,79694001,79694001,0,False,False,True,False,1,False,True,1440415.9,1440415.9,796941,796941.0,7969401,79694,7969401,7969401,79694,64.0,False,0.0,0.0,0.0,47018.43,45932.484,19197.994,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0577283,4.372673,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5413.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.8481,False,0.0,False,0.0,0.0,0.0,34138.7,34138.7,0.0,0.0,True,0.0,276.55118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,79694001,2,2,0
177,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,False,2074.1338,41.90169,733.2796,1822.7236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6386.8496,0.0,87.73661,0.0,14400.0,14690.781,RENTED,0.0,0.0,0.0,0.0,0.0,0.0,100849,False,100849,80050001,80050001,0,True,False,True,False,1,False,True,1440415.9,1440415.9,800501,800501.0,8005001,80050,8005001,8005001,80050,68.0,False,0.0,0.0,0.0,74628.375,63319.57,17401.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,46047.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46047.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,26966.496,26966.496,0.0,0.0,False,0.0,3896.8574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,80050001,1,1,0
178,26190.477,0.0,0.0,19,6,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,26.188557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2071.2058,-4325.388,6631.2554,-158.12994,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,1772.0756,0.0,0.0,0.0,101141,False,101141,80273001,80273001,1,False,False,True,False,1,True,False,1440415.9,1440415.9,802731,802731.0,8027301,80273,8027301,8027301,80273,59.0,False,0.0,0.0,0.0,38132.707,45089.06,36436.2,0.0,0.0,40.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4295475,7.2877884,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6496.2026,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,80273001,3,2,1
181,0.0,0.0,0.0,37,6,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,314.2627,1047.5424,4190.1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15600.0,15915.013,RENTED,0.0,0.0,0.0,0.0,0.0,18363.477,102943,False,102943,81334001,81334001,2,True,False,True,False,1,True,False,1440415.9,1440415.9,813341,813341.0,8133401,81334,8133401,8133401,81334,36.0,False,0.0,0.0,0.0,47000.023,39791.406,42782.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1019.9038,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,4190.1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,81334001,3,2,1
184,104761.91,0.0,0.0,37,6,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,785.65674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282.658,7617.8804,433.5821,1567.0167,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,1772.0756,0.0,0.0,0.0,103602,False,103602,81820001,81820001,0,False,False,True,False,1,True,False,2880831.8,2880831.8,818201,818201.0,8182001,81820,8182001,8182001,81820,56.0,False,0.0,0.0,0.0,97444.12,76375.85,31147.518,0.0,0.0,40.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,81820001,2,2,0
186,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,41.90169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.2028,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,106187,False,106187,83274001,83274001,0,True,False,True,False,1,True,False,1440415.9,1440415.9,832741,832741.0,8327401,83274,8327401,8327401,83274,65.0,False,714.1352,0.0,0.0,36130.797,34350.836,22083.102,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,25938.832,25938.832,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,83274001,2,2,0
188,118380.95,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1361.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15986.071,23325.697,3111.589,7825.902,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,4088.934,0.0,0.0,0.0,107063,True,107063,83773001,83773001,0,False,False,True,False,1,True,False,1440415.9,1440415.9,837731,837731.0,8377301,83773,8377301,8377301,83773,35.0,False,0.0,0.0,0.0,280419.4,221641.77,50581.176,0.0,0.0,40.0,125609.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1361.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,83773001,4,4,0
192,0.0,0.0,0.0,61,6,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,104.75423,125.70508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11595.722,12257.252,5356.014,4305.2153,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,1772.0756,0.0,0.0,0.0,107518,False,107518,83988001,83988001,2,True,False,True,False,1,False,False,1440415.9,1440415.9,839881,839881.0,8398801,83988,8398801,8398801,83988,41.0,False,0.0,0.0,0.0,151580.22,120842.36,34321.34,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,176.48016,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,83988001,4,2,2
196,0.0,0.0,0.0,81,6,0.0,0.0,0.0,0.0,0.0,0.0,False,2073.0862,523.7712,2095.0847,7332.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9566.741,1989.3766,1563.956,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,110286,False,110286,85872001,85872001,0,True,False,True,False,4,False,False,1440415.9,1440415.9,858721,858721.0,8587201,85872,8587201,8587201,85872,78.0,False,0.0,0.0,0.0,116931.65,81065.03,27067.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,64962.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64962.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,9405.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,85872001,2,2,0
198,13160.338,0.0,0.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,62.85254,419.0169,2451.249,0.0,0.0,5413.502,0.0,0.0,0.0,0.0,29817.57,56576.51,6631.2554,17748.3,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,6884.263,0.0,0.0,0.0,138373,False,138373,108116002,108116002,2,False,False,True,False,2,False,False,2880831.8,2880831.8,1081162,1081162.0,10811603,108116,10811602,10811602,108116,53.0,False,0.0,0.0,0.0,392641.3,276770.72,46960.51,0.0,0.0,48.0,-1.0476191,0.0,0.0,0.0,-150.75212,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,-10425.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8388.191,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,108116002,4,4,0
202,63983.574,0.0,0.0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,52.377113,183.3199,0.0,0.0,0.0,3248.1013,0.0,0.0,0.0,0.0,24035.95,170198.34,4131.782,32725.756,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,2725.956,0.0,0.0,0.0,146456,False,146456,113984002,113984002,0,False,False,True,False,1,False,False,1440415.9,1440415.9,1139842,1139842.0,11398403,113984,11398402,11398402,113984,23.0,False,0.0,0.0,0.0,606425.94,374188.84,21802.547,0.0,0.0,50.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.313845,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.6818,41.45093,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,113984002,2,2,0
204,28964.734,0.0,0.0,67,37,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,94.27881,157.13135,3142.627,0.0,0.0,5413.502,0.0,0.0,0.0,0.0,13832.581,18069.188,0.0,5625.345,0.0,9000.0,9181.738,RENTED,0.0,0.0,7019.949,0.0,0.0,0.0,164755,False,164755,129225002,129225002,0,False,False,True,False,2,False,False,1440415.9,1440415.9,1292252,1292252.0,12922503,129225,12922502,12922502,129225,32.0,False,0.0,0.0,0.0,180924.66,132107.86,44018.273,0.0,0.0,50.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,889.97974,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,129225002,5,4,1
